repo_url,registry_source,category,language,stars,last_commit_date
https://github.com/Lovakovic/axiom,mcp-first-glance,mined,TypeScript,0,
https://github.com/LucasHild/mcp-server-bigquery,mcp-first-glance,community,Python,26,
https://github.com/Lullabot/tugboat-mcp,mcp-first-glance,mined,TypeScript,1,
https://github.com/M-Gonzalo/mcp-is-even,mcp-first-glance,mined,JavaScript,0,
https://github.com/MANRENYIBU/weather-server,mcp-first-glance,mined,JavaScript,1,
https://github.com/MCP-100/mcp-sentry,mcp-first-glance,mined,Python,4,
https://github.com/MCP-Club/sdk,mcp-first-glance,mined,TypeScript,3,
https://github.com/MCP-Mirror/DMontgomery40_deepseek-mcp-server,mcp-first-glance,mined,JavaScript,0,
https://github.com/MCP-Mirror/GongRzhe_Calendar-MCP-Server,mcp-first-glance,mined,JavaScript,0,
https://github.com/MCP-Mirror/TimHolden_figma-mcp-server,mcp-first-glance,mined,TypeScript,2,
https://github.com/MCP-Mirror/qeinfinity_binance-mcp-server,mcp-first-glance,mined,TypeScript,0,
https://github.com/MCP-Mirror/sparfenyuk_mcp-telegram,mcp-first-glance,mined,Python,0,
https://github.com/MCP-Mirror/wonderwhy-er_ClaudeComputerCommander,mcp-first-glance,mined,TypeScript,0,
https://github.com/MFYDev/ghost-mcp,mcp-first-glance,community,Python,22,
https://github.com/MaXal/jetbrainsMCPProxy,mcp-first-glance,mined,JavaScript,2,
https://github.com/MaartenSmeets/mcp-server-fetch,mcp-first-glance,mined,Python,1,
https://github.com/MadeByNando/MCP-linear-Server,mcp-first-glance,mined,TypeScript,0,
https://github.com/MadeByNando/mcp-postgres-server,mcp-first-glance,mined,JavaScript,0,
https://github.com/MammothGrowth/dbt-cli-mcp,mcp-first-glance,mined,Python,1,
https://github.com/MammothGrowth/mg-mcp-weather,mcp-first-glance,mined,Python,0,
https://github.com/MarkusPfundstein/cmd-line-executor-MCP,mcp-first-glance,mined,Python,2,
https://github.com/MarkusPfundstein/mcp-obsidian,mcp-first-glance,mined,Python,303,
https://github.com/MartinSchlott/RESTifyMCP,mcp-first-glance,mined,TypeScript,0,
https://github.com/Mathieu-CR/devstackawels-mathieu,mcp-first-glance,mined,JavaScript,0,
https://github.com/Matmax-Worldwide/payloadcmsmcp,mcp-first-glance,mined,HTML,15,
https://github.com/MattMorgis/nuanced-mcp,mcp-first-glance,mined,Python,5,
https://github.com/MatthewDailey/sequence-timer-web,mcp-first-glance,mined,HTML,0,
https://github.com/MaxParisotto/coding-wizard,mcp-first-glance,mined,TypeScript,0,
https://github.com/MaxParisotto/rust-mcp-toolkit,mcp-first-glance,mined,JavaScript,0,
https://github.com/Meh-S-Eze/raynab,mcp-first-glance,mined,TypeScript,0,
https://github.com/Meh-S-Eze/ynab-mcp,mcp-first-glance,mined,JavaScript,0,
https://github.com/Meowu/mcpoc,mcp-first-glance,mined,JavaScript,0,
https://github.com/Miki-Hoshizaki/mcp-magi,mcp-first-glance,mined,Python,0,
https://github.com/MindscapeHQ/mcp-server-raygun,mcp-first-glance,official,TypeScript,4,
https://github.com/Mineru98/mysql-mcp-server,mcp-first-glance,mined,Python,15,
https://github.com/Mirascope/mcp-community,mcp-first-glance,mined,Python,11,
https://github.com/Mirascope/mirascope,mcp-first-glance,mined,Python,1031,
https://github.com/MissionSquad/mcp-github,mcp-first-glance,mined,TypeScript,1,
https://github.com/MitchyBAwesome/sar-mcp,mcp-first-glance,mined,Python,4,
https://github.com/MladenSU/cli-mcp-server,mcp-first-glance,mined,Python,43,
